browseAvailable,browseURL,sceneID,acquisitionDate,cloudCover,path,row,DATA_TYPE_L1,sensor,cloudCoverFull,sceneStartTime,sunElevation,sunAzimuth
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999365XXX03_REFL.jpg,LT50430301999365XXX03,1999-12-31,7,43,30,L1G,LANDSAT_TM,80.0,1999:365:18:13:10.66325,19.48783166,154.51158208
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999349XXX02_REFL.jpg,LT50430301999349XXX02,1999-12-15,7,43,30,L1G,LANDSAT_TM,80.0,1999:349:18:13:12.79081,19.91584476,156.39598566
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999333XXX02_REFL.jpg,LT50430301999333XXX02,1999-11-29,8,43,30,L1T,LANDSAT_TM,90.0,1999:333:18:13:17.18338,22.10025859,157.42860307
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999317AAA02_REFL.jpg,LT50430301999317AAA02,1999-11-13,0,43,30,L1T,LANDSAT_TM,0.0,1999:317:18:13:50.45188,25.76535709,157.4038505
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999301XXX01_REFL.jpg,LT50430301999301XXX01,1999-10-28,4,43,30,L1T,LANDSAT_TM,50.0,1999:301:18:14:25.24650,30.45642647,156.03363562
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999285XXX02_REFL.jpg,LT50430301999285XXX02,1999-10-12,0,43,30,L1T,LANDSAT_TM,0.0,1999:285:18:14:42.89663,35.68838522,153.19236206
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999269XXX01_REFL.jpg,LT50430301999269XXX01,1999-09-26,0,43,30,L1T,LANDSAT_TM,0.0,1999:269:18:14:35.70244,41.00703526,148.9383588
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999253XXX01_REFL.jpg,LT50430301999253XXX01,1999-09-10,0,43,30,L1T,LANDSAT_TM,0.0,1999:253:18:14:55.57425,46.12548746,143.81291628
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999237XXX01_REFL.jpg,LT50430301999237XXX01,1999-08-25,0,43,30,L1T,LANDSAT_TM,0.0,1999:237:18:15:28.51213,50.76842686,138.23917732
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999221XXX01_REFL.jpg,LT50430301999221XXX01,1999-08-09,0,43,30,L1T,LANDSAT_TM,10.0,1999:221:18:15:44.66831,54.71061656,132.74152958
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999205XXX02_REFL.jpg,LT50430301999205XXX02,1999-07-24,2,43,30,L1T,LANDSAT_TM,30.0,1999:205:18:15:48.38506,57.8512128,128.19771504
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999189XXX02_REFL.jpg,LT50430301999189XXX02,1999-07-08,0,43,30,L1T,LANDSAT_TM,0.0,1999:189:18:15:50.89113,60.11234812,125.5473571
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999173XXX01_REFL.jpg,LT50430301999173XXX01,1999-06-22,1,43,30,L1T,LANDSAT_TM,20.0,1999:173:18:15:58.95606,61.33588114,125.4254851
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999157XXX01_REFL.jpg,LT50430301999157XXX01,1999-06-06,0,43,30,L1T,LANDSAT_TM,0.0,1999:157:18:16:05.77094,61.24076712,127.71893626
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999141XXX02_REFL.jpg,LT50430301999141XXX02,1999-05-21,0,43,30,L1T,LANDSAT_TM,0.0,1999:141:18:16:24.09556,59.61259842,131.61305328
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999109XXX01_REFL.jpg,LT50430301999109XXX01,1999-04-19,8,43,30,L1G,LANDSAT_TM,90.0,1999:109:18:16:48.78531,51.70610213,139.3298372
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1999/LT50430301999093XXX02_REFL.jpg,LT50430301999093XXX02,1999-04-03,6,43,30,L1T,LANDSAT_TM,70.0,1999:093:18:16:46.73500,46.03713456,142.09106601
